"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)","Total Generation (MWh)"
US48,"4/15/2019 10 a.m. EDT",48892,7559,46124,8079,3630,132412,88455,86762,422900
US48,"4/15/2019 11 a.m. EDT",44614,15124,47229,8083,3633,131821,89279,86760,427537
US48,"4/15/2019 12 p.m. EDT",44239,20436,43801,7172,4356,128425,88213,86779,424483
US48,"4/15/2019 1 p.m. EDT",44032,22197,40986,7176,4261,128331,87962,86878,423044
US48,"4/15/2019 2 p.m. EDT",44694,21834,37907,7215,4223,128035,87836,86850,419832
US48,"4/15/2019 3 p.m. EDT",46224,22209,37115,7257,4168,127861,87142,86838,420259
US48,"4/15/2019 4 p.m. EDT",47665,22278,36255,8194,3322,129265,86154,86888,421315
US48,"4/15/2019 5 p.m. EDT",48788,21280,36571,8144,3376,131014,85995,86910,423560
US48,"4/15/2019 6 p.m. EDT",50086,19173,37591,8340,3468,132905,86419,86930,426483
US48,"4/15/2019 7 p.m. EDT",51611,15257,40358,8347,3389,134725,86708,87012,429075
US48,"4/15/2019 8 p.m. EDT",51543,9617,44307,8249,3451,137919,88919,87024,432607
US48,"4/15/2019 9 p.m. EDT",51225,4587,45341,8105,3486,141118,92246,87030,434321
US48,"4/15/2019 10 p.m. EDT",52852,551,45870,7659,3518,138604,91905,87022,429474
US48,"4/15/2019 11 p.m. EDT",53409,251,44538,7413,3073,128641,88402,86979,414206
US48,"4/16/2019 12 a.m. EDT",49875,106,41339,6786,2418,116816,84004,86851,389901
US48,"4/16/2019 1 a.m. EDT",50668,90,38808,6953,2190,107588,76450,87018,371550
US48,"4/16/2019 2 a.m. EDT",49487,103,36086,6993,2071,101180,72742,86926,357115
US48,"4/16/2019 3 a.m. EDT",48728,92,34110,6927,2021,96628,70165,86852,347098
US48,"4/16/2019 4 a.m. EDT",46980,102,32726,6818,2029,95538,69117,86850,341773
US48,"4/16/2019 5 a.m. EDT",45251,107,33297,7017,2044,98327,70447,86911,344989
US48,"4/16/2019 6 a.m. EDT",45028,109,37102,7550,2137,103387,74030,87058,357837
US48,"4/16/2019 7 a.m. EDT",46228,288,40838,7859,2628,114867,80382,87083,381276
US48,"4/16/2019 8 a.m. EDT",46950,1284,44364,7906,3312,123318,86484,87079,401691
US48,"4/16/2019 9 a.m. EDT",47027,3649,44648,7996,3591,123894,89292,87015,408253
US48,"4/16/2019 10 a.m. EDT",43664,7293,45960,7767,3772,126663,89933,86966,413113
US48,"4/16/2019 11 a.m. EDT",42097,12878,45115,7496,3940,126201,89458,86919,415224
US48,"4/16/2019 12 p.m. EDT",42058,16897,42684,6518,4541,125443,87442,86628,413436
US48,"4/16/2019 1 p.m. EDT",42397,18848,40080,6627,4573,126218,86932,86497,413373
US48,"4/16/2019 2 p.m. EDT",43175,19871,38676,6724,4493,127962,88394,86436,416843
US48,"4/16/2019 3 p.m. EDT",43615,19635,37760,6819,4507,129865,88998,86360,419011
US48,"4/16/2019 4 p.m. EDT",44036,18343,37532,7722,3695,133202,90883,86282,423120
US48,"4/16/2019 5 p.m. EDT",45689,17232,38619,6958,4497,133953,91596,86297,426173
US48,"4/16/2019 6 p.m. EDT",46929,14724,39070,7019,4799,135720,93512,86307,429417
US48,"4/16/2019 7 p.m. EDT",45686,12336,41894,7061,4802,138511,93984,86325,432047
US48,"4/16/2019 8 p.m. EDT",47130,9102,43498,7216,4698,138466,94195,86335,431907
US48,"4/16/2019 9 p.m. EDT",49074,5589,45115,8195,3688,138627,93804,86287,431412
US48,"4/16/2019 10 p.m. EDT",51356,856,44722,8043,3704,136575,92885,86396,425471
US48,"4/16/2019 11 p.m. EDT",54955,253,43029,7868,3189,127491,86959,86339,410816
US48,"4/17/2019 12 a.m. EDT",59633,36,40208,7651,2455,115233,79704,86739,392617
US48,"4/17/2019 1 a.m. EDT",56623,29,37329,7683,2377,104260,71278,86913,367689
US48,"4/17/2019 2 a.m. EDT",55907,29,34850,7469,1933,96404,66978,87126,351677
US48,"4/17/2019 3 a.m. EDT",54401,12,31475,7143,1773,92861,62881,87272,339298
US48,"4/17/2019 4 a.m. EDT",53362,13,30642,7115,1693,92012,61677,87227,335129
US48,"4/17/2019 5 a.m. EDT",51622,12,30531,6984,1751,92537,62626,87305,334492
US48,"4/17/2019 6 a.m. EDT",49854,12,33342,7406,1854,99823,67135,87600,348039
US48,"4/17/2019 7 a.m. EDT",48690,171,36600,7879,2040,111223,74626,87560,369694
US48,"4/17/2019 8 a.m. EDT",48232,1067,39707,8105,2653,119156,81750,87609,389218
US48,"4/17/2019 9 a.m. EDT",47072,2916,40685,8170,3098,123932,86286,87568,400897
US48,"4/17/2019 10 a.m. EDT",43187,7807,43950,7167,4228,124923,89026,89118,410808
US48,"4/17/2019 11 a.m. EDT",41289,16912,43082,7204,4356,125486,89039,89088,417984
US48,"4/17/2019 12 p.m. EDT",42235,21837,41186,7215,4412,125555,87407,88949,420391
US48,"4/17/2019 1 p.m. EDT",42091,23717,38925,7980,3514,125776,87605,87473,418806
US48,"4/17/2019 2 p.m. EDT",42932,24228,36923,7967,3454,128126,89223,87525,421975
US48,"4/17/2019 3 p.m. EDT",44776,23636,32550,7198,4455,131287,89534,87480,424567
US48,"4/17/2019 4 p.m. EDT",46457,23652,32914,7987,3729,134540,89575,87619,429768
US48,"4/17/2019 5 p.m. EDT",46903,22100,33482,7140,4696,137786,90511,87668,437454
US48,"4/17/2019 6 p.m. EDT",49187,19822,35340,7165,4827,139723,89879,87771,440554
US48,"4/17/2019 7 p.m. EDT",50568,17274,37995,7264,4621,140353,88280,87836,441381
US48,"4/17/2019 8 p.m. EDT",51513,13835,40896,7285,4511,140541,88554,87947,443009
US48,"4/17/2019 9 p.m. EDT",52282,8780,42612,8361,3403,142530,89364,87981,443329
US48,"4/17/2019 10 p.m. EDT",52787,1680,43820,8098,3266,142102,87305,88027,434725
US48,"4/17/2019 11 p.m. EDT",52027,491,41725,7754,3075,132094,83894,88042,412912
US48,"4/18/2019 12 a.m. EDT",50983,29,38668,7507,2674,119921,79683,88110,392163
US48,"4/18/2019 1 a.m. EDT",52637,267,38434,7028,2410,108764,71802,87974,370897
US48,"4/18/2019 2 a.m. EDT",49040,234,35977,6963,1893,102585,67729,87906,353700
US48,"4/18/2019 3 a.m. EDT",46662,232,33080,6787,1726,97517,64347,87921,339539
US48,"4/18/2019 4 a.m. EDT",48092,74,31784,6728,1813,95477,61228,87894,334497
US48,"4/18/2019 5 a.m. EDT",48889,28,31335,6910,1727,96538,59941,88079,334894
US48,"4/18/2019 6 a.m. EDT",48789,15,32607,7102,1864,101462,62924,88145,344284
US48,"4/18/2019 7 a.m. EDT",49030,101,35679,7417,2224,110868,70396,88129,365244
US48,"4/18/2019 8 a.m. EDT",49907,840,38976,7884,2811,118941,78026,88120,386758
US48,"4/18/2019 9 a.m. EDT",48761,2530,41751,8215,3061,125253,82098,88118,401119
US48,"4/18/2019 10 a.m. EDT",47209,7746,43405,8258,3390,129056,85604,88078,414187
US48,"4/18/2019 11 a.m. EDT",47202,17106,43685,8321,3566,127564,86002,88014,422892
US48,"4/18/2019 12 p.m. EDT",49394,21608,42703,8540,3609,127702,83734,87933,426859
US48,"4/18/2019 1 p.m. EDT",52238,23246,41019,8844,3836,130070,81258,87906,430258
US48,"4/18/2019 2 p.m. EDT",53594,23922,40241,8028,4750,131294,82514,87936,434194
US48,"4/18/2019 3 p.m. EDT",54001,23600,41071,8058,4744,133428,81683,87982,436541
US48,"4/18/2019 4 p.m. EDT",54869,23271,42730,8021,4600,135523,82486,87971,441443
US48,"4/18/2019 5 p.m. EDT",53250,22264,43905,7974,4307,138701,82901,88073,443333
US48,"4/18/2019 6 p.m. EDT",52604,20150,44296,7943,4270,140651,83938,88140,443938
US48,"4/18/2019 7 p.m. EDT",51782,17560,45843,7971,3955,141650,84173,88165,442950
US48,"4/18/2019 8 p.m. EDT",50604,14948,47657,7995,3754,142885,84382,88205,442255
US48,"4/18/2019 9 p.m. EDT",45342,8934,49633,7982,4013,146728,86352,88204,438845
US48,"4/18/2019 10 p.m. EDT",40931,1673,49489,7967,4227,148307,88780,88022,430919
US48,"4/18/2019 11 p.m. EDT",41487,349,47270,7747,3846,140201,84622,88119,415409
US48,"4/19/2019 12 a.m. EDT",45361,333,43961,7463,3320,126936,76390,88299,393967
US48,"4/19/2019 1 a.m. EDT",42383,244,40048,6688,2826,118731,69535,88351,370588
US48,"4/19/2019 2 a.m. EDT",42945,234,36325,6505,2760,110155,66207,88308,355068
US48,"4/19/2019 3 a.m. EDT",42214,219,33173,6395,2648,104398,63057,88235,341943
US48,"4/19/2019 4 a.m. EDT",40763,55,31266,6417,2828,101398,61503,88232,333949
US48,"4/19/2019 5 a.m. EDT",39419,21,31187,6589,3084,101317,61769,88397,333239
US48,"4/19/2019 6 a.m. EDT",38728,19,31837,6978,3080,106025,62521,88412,338872
US48,"4/19/2019 7 a.m. EDT",39305,81,33563,8052,2642,114223,65189,88418,352474
US48,"4/19/2019 8 a.m. EDT",40211,485,35896,8200,2880,122952,70030,88451,370307
US48,"4/19/2019 9 a.m. EDT",39382,1256,39632,8448,2902,129014,74594,88393,384699
US48,"4/19/2019 10 a.m. EDT",32885,5967,42118,8569,3175,135027,82604,88391,399882
US48,"4/19/2019 11 a.m. EDT",30774,13082,43239,7818,3744,136285,85033,88389,409614
US48,"4/19/2019 12 p.m. EDT",33825,17349,41573,8604,2399,137309,82031,88383,412703
US48,"4/19/2019 1 p.m. EDT",34846,18656,39433,8411,2388,139482,80751,88369,413588
US48,"4/19/2019 2 p.m. EDT",33578,19530,37044,8363,2420,140677,81408,88390,412630
US48,"4/19/2019 3 p.m. EDT",32265,18987,37629,7624,3177,141564,80245,88423,411224
US48,"4/19/2019 4 p.m. EDT",31375,18165,37880,7650,3135,141269,79695,88397,408851
US48,"4/19/2019 5 p.m. EDT",30002,18088,39488,8498,2348,141803,79747,88441,409611
US48,"4/19/2019 6 p.m. EDT",28280,17047,40267,8513,2319,143211,80916,88527,410268
US48,"4/19/2019 7 p.m. EDT",26193,15428,40950,8445,2491,142451,82620,88540,408244
US48,"4/19/2019 8 p.m. EDT",23972,13031,42970,8567,2562,144340,83750,88595,408951
US48,"4/19/2019 9 p.m. EDT",21039,7019,44873,8239,2654,148624,84784,88595,406706
US48,"4/19/2019 10 p.m. EDT",20321,1311,46275,7973,2706,148337,85096,88609,401461
US48,"4/19/2019 11 p.m. EDT",23407,347,45321,7288,2480,140683,81622,88644,390747
US48,"4/20/2019 12 a.m. EDT",25293,361,43439,6976,1982,128338,76864,88675,372941
US48,"4/20/2019 1 a.m. EDT",31240,273,40094,6642,1932,116930,71255,88758,357890
US48,"4/20/2019 2 a.m. EDT",35482,253,36813,6279,1457,108314,67178,88812,344796
US48,"4/20/2019 3 a.m. EDT",39491,240,34541,5873,1322,100590,61142,88826,332461
US48,"4/20/2019 4 a.m. EDT",42372,70,31927,5781,1319,96653,57732,88881,325244
US48,"4/20/2019 5 a.m. EDT",44315,22,31451,5753,1319,96051,56256,88914,324434
US48,"4/20/2019 6 a.m. EDT",45978,29,31703,5774,1321,96223,56330,88917,326811
US48,"4/20/2019 7 a.m. EDT",46946,57,31883,5849,1325,99917,57751,88478,332757
US48,"4/20/2019 8 a.m. EDT",47660,582,33217,6063,1305,104080,61633,88334,343514
US48,"4/20/2019 9 a.m. EDT",46146,2360,37271,6324,1482,110036,65940,88385,358407
US48,"4/20/2019 10 a.m. EDT",42678,7478,38742,6959,1778,116965,70188,88382,373566
US48,"4/20/2019 11 a.m. EDT",37533,15182,40499,7128,1985,118618,73791,88387,383580
US48,"4/20/2019 12 p.m. EDT",39707,19172,39524,7081,1945,116085,72748,88445,385207
US48,"4/20/2019 1 p.m. EDT",40659,21598,38457,7108,1902,113907,71600,88435,384428
US48,"4/20/2019 2 p.m. EDT",42167,21245,37297,7036,1827,112739,69972,88401,381530
US48,"4/20/2019 3 p.m. EDT",44444,20621,36216,7553,1779,112202,68480,88407,380689
US48,"4/20/2019 4 p.m. EDT",46895,19489,36183,7717,1733,112609,66828,88388,380816
US48,"4/20/2019 5 p.m. EDT",47996,17479,36057,7750,1783,114704,67356,88369,382383
US48,"4/20/2019 6 p.m. EDT",48610,17012,36146,7763,1799,116251,68421,88375,385184
US48,"4/20/2019 7 p.m. EDT",50142,13957,36930,7837,1877,117667,69858,88282,387381
US48,"4/20/2019 8 p.m. EDT",49853,11990,39935,7748,1846,120186,71160,88313,391786
US48,"4/20/2019 9 p.m. EDT",49385,7538,41158,7803,1908,121751,72476,88323,391119
US48,"4/20/2019 10 p.m. EDT",53151,1385,44574,7648,1779,119965,71512,88289,389031
US48,"4/20/2019 11 p.m. EDT",55396,831,45289,7204,1388,114898,68256,88197,381787
US48,"4/21/2019 12 a.m. EDT",61830,272,42793,6960,1273,104402,63642,87878,370324
US48,"4/21/2019 1 a.m. EDT",53440,80,39628,6289,1211,97795,61403,87976,349375
US48,"4/21/2019 2 a.m. EDT",52207,73,36207,6015,1118,92173,57507,87794,334761
US48,"4/21/2019 3 a.m. EDT",50960,71,34444,6064,995,88773,54933,87951,325688
US48,"4/21/2019 4 a.m. EDT",49553,85,33827,5997,988,85220,54095,87775,318951
US48,"4/21/2019 5 a.m. EDT",49534,99,33537,6012,975,84776,53978,87505,317829
US48,"4/21/2019 6 a.m. EDT",50276,102,34232,6035,977,84291,54486,87606,319199
US48,"4/21/2019 7 a.m. EDT",48560,310,35207,6057,1015,87255,55076,87740,322428
US48,"4/21/2019 8 a.m. EDT",49220,1267,36500,6174,997,90879,58388,88009,332485
US48,"4/21/2019 9 a.m. EDT",50031,3354,38791,6539,1178,94406,61291,88010,344506
US48,"4/21/2019 10 a.m. EDT",46696,8717,39213,6827,1675,97810,64153,88060,353965
US48,"4/21/2019 11 a.m. EDT",44858,16386,37664,6854,1792,95950,64483,87934,356767
US48,"4/21/2019 12 p.m. EDT",46302,18674,36677,7129,1712,96491,63423,87460,358796
US48,"4/21/2019 1 p.m. EDT",46454,18975,36003,7229,1669,96763,63567,87290,359046
US48,"4/21/2019 2 p.m. EDT",46194,19007,35971,7141,1635,97440,63064,87331,359115
US48,"4/21/2019 3 p.m. EDT",46071,19920,35414,7154,1719,97900,63071,87366,360027
US48,"4/21/2019 4 p.m. EDT",47159,19160,35834,7048,1863,100034,62868,87310,362695
US48,"4/21/2019 5 p.m. EDT",48220,18176,35917,7007,1892,103106,63521,87320,366543
US48,"4/21/2019 6 p.m. EDT",49557,16815,36310,7152,1973,106707,64042,87351,371255
US48,"4/21/2019 7 p.m. EDT",50950,14260,37794,7173,2060,109406,65569,87492,376035
US48,"4/21/2019 8 p.m. EDT",51339,11701,40585,7130,2127,112318,67600,87547,381515
US48,"4/21/2019 9 p.m. EDT",51094,7223,43739,7390,2149,115186,69746,87740,385362
US48,"4/21/2019 10 p.m. EDT",52739,1680,45635,6934,2050,116044,69589,87803,383616
US48,"4/21/2019 11 p.m. EDT",55839,801,45812,6775,1943,108474,67747,87882,375971
US48,"4/22/2019 12 a.m. EDT",53975,280,43608,6594,1629,101234,64942,86566,360032
US48,"4/22/2019 1 a.m. EDT",56910,271,40572,6156,1392,89372,57668,87118,340508
US48,"4/22/2019 2 a.m. EDT",55830,258,38168,6067,1290,81937,55015,87004,326659
US48,"4/22/2019 3 a.m. EDT",52697,243,35596,5923,1318,79618,54222,87066,317611
US48,"4/22/2019 4 a.m. EDT",51833,61,34177,5962,1259,79360,53076,87098,314013
US48,"4/22/2019 5 a.m. EDT",51078,9,33568,6240,1266,84700,53284,87128,318357
US48,"4/22/2019 6 a.m. EDT",51038,15,35688,6529,1398,93643,56393,87364,333126
US48,"4/22/2019 7 a.m. EDT",48149,135,39229,6889,1616,107461,62730,87446,354872
US48,"4/22/2019 8 a.m. EDT",45755,988,42745,7400,2209,120332,68472,87340,376652
US48,"4/22/2019 9 a.m. EDT",42080,3266,46086,7755,2520,127134,74098,87120,391352
US48,"4/22/2019 10 a.m. EDT",38724,8068,48007,7860,2751,130210,79077,87076,402893
US48,"4/22/2019 11 a.m. EDT",38177,16538,47653,8227,2823,130293,80192,86922,412093
US48,"4/22/2019 12 p.m. EDT",36407,20271,45675,8637,3028,131818,80726,86925,414851
US48,"4/22/2019 1 p.m. EDT",35985,21982,45206,8607,2974,134992,80082,86532,417701
US48,"4/22/2019 2 p.m. EDT",36931,21908,45257,8611,2831,137977,80910,86561,422185
US48,"4/22/2019 3 p.m. EDT",36879,22616,44862,8600,2887,140873,82681,86581,427427
US48,"4/22/2019 4 p.m. EDT",37055,22493,43915,8570,2997,145849,82978,86673,432132
US48,"4/22/2019 5 p.m. EDT",37861,20836,46330,8709,2858,149952,83227,86624,437983
US48,"4/22/2019 6 p.m. EDT",37728,17853,47638,8615,2483,154819,84366,86431,441530
US48,"4/22/2019 7 p.m. EDT",39744,14995,49487,8597,2389,156472,85170,86439,444679
US48,"4/22/2019 8 p.m. EDT",39248,10792,51563,8682,2403,157619,84428,86444,442571
